Kind,Model,Input,Output,Cache Write,Cache Read,Cost
"ultra","claude-4-sonnet","7","128","5,351","30,194","Included"
"ultra","claude-4-sonnet","7","194","16,920","13,274","Included"
"ultra","claude-4-sonnet","11,360","255","5,188","8,086","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","117","273","133,502","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","145","453","110,753","Included"
"ultra","claude-4-sonnet","0","122","7,087","103,666","Included"
"ultra","claude-4-sonnet","126","135","242","103,424","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","139","2,238","101,186","Included"
"ultra","claude-4-sonnet","134","189","435","100,751","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","127","421","100,330","Included"
"ultra","claude-4-sonnet","5","428","1,443","75,692","Included"
"ultra","claude-4-sonnet","0","125","407","99,923","Included"
"ultra","claude-4-sonnet","5","735","413","75,279","Included"
"ultra","claude-4-sonnet","0","153","2,281","97,642","Included"
"ultra","claude-4-sonnet","0","124","395","97,247","Included"
"Errored, Not Charged","claude-4-sonnet","5","226","345","74,934","Included"
"ultra","claude-4-sonnet","5","226","413","74,521","Included"
"Errored, Not Charged","claude-4-sonnet","5","223","380","74,141","Included"
"ultra","claude-4-sonnet","5","251","1,506","72,635","Included"
"ultra","claude-4-sonnet","6","149","952","71,683","Included"
"Errored, Not Charged","claude-4-sonnet","6","173","71,683","0","Included"
"ultra","claude-4-sonnet","0","231","380","70,911","Included"
"ultra","claude-4-sonnet","0","254","2,368","68,543","Included"
"Errored, Not Charged","claude-4-sonnet","0","174","394","68,149","Included"
"ultra","claude-4-sonnet","0","278","756","67,393","Included"
"ultra","claude-4-sonnet","1","306","481","66,912","Included"
"ultra","claude-4-sonnet","1","309","343","66,569","Included"
"ultra","claude-4-sonnet","1","275","337","66,232","Included"
"ultra","claude-4-sonnet","1","237","436","65,796","Included"
"ultra","claude-4-sonnet","1","358","1,657","64,139","Included"
"ultra","claude-4-sonnet","2","122","854","63,285","Included"
"ultra","claude-4-sonnet","3","116","858","62,427","Included"
"ultra","claude-4-sonnet","5","169","3,025","59,402","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","5","228","7,225","52,177","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","5","391","2,414","49,763","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","5","342","4,374","45,389","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","5","261","8,452","36,937","Included"
"ultra","claude-4-sonnet","0","146","9,806","87,441","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","101","225","87,216","Included"
"ultra","claude-4-sonnet","0","117","313","86,903","Included"
"ultra","claude-4-sonnet","0","117","1,815","85,088","Included"
"ultra","claude-4-sonnet","0","177","356","84,732","Included"
"ultra","claude-4-sonnet","0","129","540","84,192","Included"
"ultra","claude-4-sonnet","0","419","5,517","78,675","Included"
"ultra","claude-4-sonnet","5","380","2,264","34,673","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","134","7,409","71,266","Included"
"ultra","claude-4-sonnet","4","288","542","34,131","Included"
"ultra","claude-4-sonnet","0","206","2,323","68,943","Included"
"ultra","claude-4-sonnet","5","116","569","33,562","Included"
"ultra","claude-4-sonnet","6","128","337","33,225","Included"
"ultra","claude-4-sonnet","8","113","526","32,699","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","8","175","905","31,794","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","221","193","31,794","0","Included"
"ultra","claude-4-sonnet","0","220","3,525","65,418","Included"
"ultra","claude-4-sonnet","0","109","296","65,122","Included"
"ultra","claude-4-sonnet","96","97","483","64,639","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","125","676","63,963","Included"
"ultra","claude-4-sonnet","0","171","970","62,993","Included"
"ultra","claude-4-sonnet","1","424","894","62,099","Included"
"ultra","claude-4-sonnet","1","191","369","61,730","Included"
"ultra","claude-4-sonnet","2","189","499","61,231","Included"
"ultra","claude-4-sonnet","2","217","1,335","59,896","Included"
"ultra","claude-4-sonnet","3","706","2,043","57,853","Included"
"ultra","claude-4-sonnet","4","1,294","1,110","56,743","Included"
"ultra","claude-4-sonnet","142","205","468","56,275","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","4","110","377","55,898","Included"
"ultra","claude-4-sonnet","4","267","748","55,150","Included"
"ultra","claude-4-sonnet","4","197","2,031","53,119","Included"
"ultra","claude-4-sonnet","5","104","490","52,629","Included"
"ultra","claude-4-sonnet","246","141","40,563","12,066","Included"
"ultra","claude-4-sonnet","7","374","325","27,811","Included"
"ultra","claude-4-sonnet","7","210","326","27,485","Included"
"ultra","claude-4-sonnet","7","207","262","27,223","Included"
"ultra","claude-4-sonnet","7","169","552","26,671","Included"
"ultra","claude-4-sonnet","7","329","536","26,135","Included"
"ultra","claude-4-sonnet","7","377","358","25,777","Included"
"ultra","claude-4-sonnet","0","602","245","50,815","Included"
"ultra","claude-4-sonnet","0","129","498","50,317","Included"
"ultra","claude-4-sonnet","7","252","1,322","24,455","Included"
"ultra","claude-4-sonnet","1","195","1,733","48,584","Included"
"ultra","claude-4-sonnet","7","882","776","23,679","Included"
"ultra","claude-4-sonnet","7","616","6,235","17,444","Included"
"ultra","claude-4-sonnet","2,483","210","5,378","12,066","Included"
"ultra","claude-4-sonnet","2","155","1,456","47,128","Included"
"ultra","claude-4-sonnet","3","146","971","46,157","Included"
"ultra","claude-4-sonnet","4","134","498","45,659","Included"
"ultra","claude-4-sonnet","4","351","511","45,148","Included"
"ultra","claude-4-sonnet","4","360","2,017","43,131","Included"
"ultra","claude-4-sonnet","4","219","2,992","40,139","Included"
"ultra","claude-4-sonnet","4","215","634","39,505","Included"
"ultra","claude-4-sonnet","4","404","724","38,781","Included"
"ultra","claude-4-sonnet","4","489","1,971","36,810","Included"
"ultra","claude-4-sonnet","5","140","959","35,851","Included"
"ultra","claude-4-sonnet","6","138","638","35,213","Included"
"Errored, Not Charged","claude-4-sonnet","6","409","646","34,567","Included"
"ultra","claude-4-sonnet","128","1,091","22,501","149,014","Included"
"ultra","claude-4-sonnet","1","137","1,622","150,212","Included"
"ultra","claude-4-sonnet","1","173","567","149,645","Included"
"ultra","claude-4-sonnet","2","136","836","148,809","Included"
"ultra","claude-4-sonnet","2","656","249","148,560","Included"
"ultra","claude-4-sonnet","2","162","243","148,317","Included"
"ultra","claude-4-sonnet","2","158","251","148,066","Included"
"ultra","claude-4-sonnet","2","162","240","147,826","Included"
"Errored, Not Charged","claude-4-sonnet","2","156","233","147,593","Included"
"ultra","claude-4-sonnet","3","126","478","147,115","Included"
"ultra","claude-4-sonnet","3","109","136","146,979","Included"
"ultra","claude-4-sonnet","4","120","279","146,700","Included"
"ultra","claude-4-sonnet","4","190","227","146,473","Included"
"ultra","claude-4-sonnet","4","137","231","146,242","Included"
"ultra","claude-4-sonnet","4","172","782","83,762","Included"
"ultra","claude-4-sonnet","4","442","1,334","82,428","Included"
"ultra","claude-4-sonnet","4","139","245","145,997","Included"
"ultra","claude-4-sonnet","184","196","70,362","12,066","Included"
"ultra","claude-4-sonnet","4","151","230","145,767","Included"
"ultra","claude-4-sonnet","4","168","427","145,340","Included"
"ultra","claude-4-sonnet","5","178","488","144,852","Included"
"ultra","claude-4-sonnet","5","268","448","144,404","Included"
"ultra","claude-4-sonnet","5","243","534","143,870","Included"
"ultra","claude-4-sonnet","5","290","272","143,598","Included"
"ultra","claude-4-sonnet","5","177","5,027","138,571","Included"
"Errored, Not Charged","claude-4-sonnet","5","172","283","138,288","Included"
"ultra","claude-4-sonnet","5","190","1,340","136,948","Included"
"ultra","claude-4-sonnet","703","138","124,882","12,066","Included"
"Errored, Not Charged","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","10","436","679","135,861","Included"
"ultra","claude-4-opus-thinking","10","266","1,074","134,787","Included"
"ultra","claude-4-opus-thinking","11","182","740","134,047","Included"
"Aborted, Not Charged","claude-4-opus-thinking","0","0","0","0","Included"
"Errored, Not Charged","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","8","170","342","81,113","Included"
"ultra","claude-4-opus-thinking","9","320","2,757","78,356","Included"
"ultra","claude-4-opus-thinking","5","683","496","70,759","Included"
"ultra","claude-4-opus-thinking","9","202","453","77,903","Included"
"ultra","claude-4-opus-thinking","5","414","4,209","66,550","Included"
"ultra","claude-4-opus-thinking","5","226","228","66,322","Included"
"ultra","claude-4-opus-thinking","9","390","33,627","44,276","Included"
"ultra","claude-4-opus-thinking","5","160","453","65,869","Included"
"ultra","claude-4-opus-thinking","10","221","10,995","33,281","Included"
"ultra","claude-4-opus-thinking","6","268","4,847","61,022","Included"
"ultra","claude-4-opus-thinking","11","168","355","32,926","Included"
"ultra","claude-4-opus-thinking","6","175","264","60,758","Included"
"ultra","claude-4-opus-thinking","12","153","332","32,594","Included"
"ultra","claude-4-opus-thinking","6","157","286","60,472","Included"
"ultra","claude-4-opus-thinking","6","135","4,822","55,650","Included"
"ultra","claude-4-opus-thinking","13","223","15,039","17,555","Included"
"ultra","claude-4-opus-thinking","6","208","538","55,112","Included"
"ultra","claude-4-opus-thinking","6,196","307","0","17,555","Included"
"ultra","claude-4-opus-thinking","7","218","1,272","53,840","Included"
"ultra","claude-4-opus-thinking","8","815","4,801","49,039","Included"
"ultra","claude-4-opus-thinking","8","187","245","48,794","Included"
"ultra","claude-4-opus-thinking","8","142","1,629","47,165","Included"
"ultra","claude-4-opus-thinking","8","188","441","46,724","Included"
"ultra","claude-4-opus-thinking","9","114","441","46,283","Included"
"ultra","claude-4-opus-thinking","10","100","209","46,074","Included"
"ultra","claude-4-opus-thinking","11","187","1,568","44,506","Included"
"ultra","claude-4-opus-thinking","11","204","389","44,117","Included"
"ultra","claude-4-opus-thinking","11","236","3,855","40,262","Included"
"ultra","claude-4-opus-thinking","11","204","5,531","34,731","Included"
"ultra","claude-4-opus-thinking","12","155","5,569","29,162","Included"
"ultra","claude-4-opus-thinking","13","171","4,868","24,294","Included"
"Errored, Not Charged","claude-4-opus-thinking","13","147","222","24,072","Included"
"ultra","claude-4-opus-thinking","13","149","6,517","17,555","Included"
"ultra","claude-4-opus-thinking","5,975","410","5,549","12,006","Included"
"ultra","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","223","209","3,898","129,108","Included"
"Errored, Not Charged","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","13","152","260","133,001","Included"
"ultra","claude-4-opus-thinking","13","162","261","132,740","Included"
"ultra","claude-4-opus-thinking","13","161","377","132,363","Included"
"ultra","claude-4-opus-thinking","13","251","623","131,740","Included"
"ultra","claude-4-opus-thinking","13","391","491","131,249","Included"
"ultra","claude-4-opus-thinking","13","277","476","130,773","Included"
"ultra","claude-4-opus-thinking","13","312","640","130,133","Included"
"ultra","claude-4-opus-thinking","13","384","1,025","129,108","Included"
"ultra","claude-4-opus-thinking","356","578","117,102","12,006","Included"
"ultra","claude-4-opus-thinking","6","432","684","31,634","Included"
"ultra","claude-4-opus-thinking","7","172","829","30,805","Included"
"ultra","claude-4-opus-thinking","8","161","546","30,259","Included"
"ultra","claude-4-opus-thinking","9","291","1,026","29,233","Included"
"ultra","claude-4-opus-thinking","10","442","839","28,394","Included"
"ultra","claude-4-opus-thinking","4","258","872","129,216","Included"
"ultra","claude-4-opus-thinking","4","686","400","128,816","Included"
"ultra","claude-4-opus-thinking","4","307","445","128,371","Included"
"ultra","claude-4-opus-thinking","4","354","398","127,973","Included"
"ultra","claude-4-opus-thinking","4","143","313","127,660","Included"
"ultra","claude-4-opus-thinking","4","218","425","127,235","Included"
"ultra","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","4","335","2,857","124,378","Included"
"ultra","claude-4-opus-thinking","11","183","2,808","24,828","Included"
"Errored, Not Charged","claude-4-opus-thinking","4","200","282","124,096","Included"
"ultra","claude-4-opus-thinking","12","154","521","24,307","Included"
"ultra","claude-4-opus-thinking","5","169","792","123,304","Included"
"ultra","claude-4-opus-thinking","13","412","558","23,749","Included"
"ultra","claude-4-opus-thinking","6","360","1,260","122,044","Included"
"ultra","claude-4-opus-thinking","13","285","6,229","17,520","Included"
"ultra","claude-4-opus-thinking","12","672","200","39,342","Included"
"ultra","claude-4-opus-thinking","7","476","452","121,592","Included"
"ultra","claude-4-opus-thinking","12","132","5,197","34,145","Included"
"ultra","claude-4-opus-thinking","4,926","517","5,514","12,006","Included"
"ultra","claude-4-opus-thinking","7","307","488","121,104","Included"
"ultra","claude-4-opus-thinking","12","224","1,842","32,303","Included"
"ultra","claude-4-opus-thinking","8","202","686","120,418","Included"
"ultra","claude-4-opus-thinking","12","185","163","32,140","Included"
"ultra","claude-4-opus-thinking","9","309","772","119,646","Included"
"ultra","claude-4-opus-thinking","12","126","2,110","30,030","Included"
"ultra","claude-4-opus-thinking","12","189","191","29,839","Included"
"ultra","claude-4-opus-thinking","13","169","337","29,502","Included"
"ultra","claude-4-opus-thinking","13","202","12,006","17,496","Included"
"ultra","claude-4-opus-thinking","4,896","303","5,490","12,006","Included"
"ultra","claude-4-opus-thinking","10","317","4,109","115,537","Included"
"ultra","claude-4-opus-thinking","11","1,811","5,176","110,361","Included"
"ultra","claude-4-opus-thinking","11","400","170","110,191","Included"
"ultra","claude-4-opus-thinking","12","148","913","109,278","Included"
"ultra","claude-4-opus-thinking","503","401","97,272","12,006","Included"
"ultra","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","13","234","5,771","21,076","Included"
"ultra","claude-4-opus-thinking","2,753","1,718","21,076","0","Included"
